author,content,description,photo_url,pub_date,source,title,url
"Tom McKay on Earther, shared by Tom McKay to Gizmodo","Tropical Depression Barry has been downgraded to its current status after smashing into Louisiana as the first hurricane of the season on Saturday, and it mostly spared the city of New Orleans from a potentially devastating direct hit. But torrential downpour… [+2590 chars]","Tropical Depression Barry has been downgraded to its current status after smashing into Louisiana as the first hurricane of the season on Saturday, and it mostly spared the city of New Orleans from a potentially devastating direct hit. But torrential downpour…","https://i.kinja-img.com/gawker-media/image/upload/s--HjRD1TO9--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/wq2bkq7duljpvdqhis32.jpg",2019-07-14,,"Now-Tropical Depression Barry Mostly Spares New Orleans, But Flood Risk Remains High",https://earther.gizmodo.com/now-tropical-depression-barry-mostly-spares-new-orleans-1836362471
Ashley Collman,"A dramatic satellite image shows Barry enveloping most of the Gulf of Mexico as it made its way to Louisiana Friday morning. 
 Since the photo was taken around 10 AM Friday, the storm has since strengthened to a Category 1 hurricane, and is expected to make … [+709 chars]","A National Oceanic and Atmospheric Administration satellite took a picture of tropical storm Barry as it was swirling over the Gulf of Mexico Friday morning. The storm, which has now strengthened to a Category 1 hurricane, is expected to make landfall in sout…",https://static.businessinsider.com/image/5d2a0f6cb44ce76dcc2f1db2-750.jpg,2019-07-13,the-new-york-times,A dramatic satellite photo shows Hurricane Barry enveloping the Gulf of Mexico just before making landfall in Louisiana,https://www.insider.com/satellite-photo-shows-hurricane-barry-before-landfall-2019-7
Alex Fitzpatrick,"As Tropical Storm Barry gathers strength on its way to a violent clash with the Louisiana coast, officials are rightly evacuating some residents, while advising others to shelter in place and have emergency plans in case the worst should happen. Barry is inde… [+3803 chars]","Tropical Storm Barry will make landfall as a Category 1 hurricane, or perhaps not become a hurricane at all. But it's still a major threat.",https://timedotcom.files.wordpress.com/2019/07/tropical-storm-hurricane-barry-science.png?w=1200&h=628&crop=1,2019-07-12,the-new-york-times,Tropical Storm Barry Underscores a Big Problem With Hurricane Categories,https://time.com/5625339/tropical-storm-hurricane-barry-category/
Christopher Zara,"A system in the northern Gulf of Mexico is destined to develop into a tropical cyclone early today and is forecast to become Hurricane Barry, the first named storm of the 2019 Atlantic hurricane season.According to NOAA’s National Hurricane Center, “potential… [+565 chars]","A tropical storm, the first named storm of the 2019 hurricane season, is expected to develop soon. Here’s how to track it. A system in the northern Gulf of Mexico is destined to develop into a tropical cyclone early today and is forecast to become Hurricane B…","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2019/07/p-1-how-to-track-barry.jpg",2019-07-11,mashable,Barry storm live path: 4 ways to track the potential hurricane threatening the Gulf,https://www.fastcompany.com/90375059/barry-storm-live-path-4-ways-to-track-likely-gulf-hurricane?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcompany%2Fheadlines+%28Fast+Company%29
Kevin McGill And Janet McConnaughey,"NEW ORLEANS -- Carrying ""off the chart"" amounts of moisture, Barry crawled ashore Saturday in Louisiana and quickly weakened to a tropical storm that promised to dump heavy rains that could last for days and pose a test of the flood-prevention systems built a… [+4652 chars]","Hurricane Barry slogs toward shore; storm surge feared CTV News Barry makes landfall on Louisiana coast, weakens to tropical storm CBC News Heavy rains threaten millions on Gulf Coast CP24 Toronto's Breaking News Hurricane Barry moving inland as Category 1 st…",https://www.ctvnews.ca/polopoly_fs/1.4506452.1562975542!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-07-13,,Hurricane Barry slogs toward shore; storm surge feared - CTV News,https://www.ctvnews.ca/world/barry-crawls-ashore-in-louisiana-weakens-to-tropical-storm-1.4506678
,,"NPR's Scott Simon talks with David Hanagriff, president of St. Mary Parish, in the storm's path.",https://media.npr.org/include/images/facebook-default-wide.jpg?s=1400,2019-07-13,,Resident Talks About Hurricane Barry Making Landfall In Louisiana,https://www.npr.org/2019/07/13/741438307/resident-talks-about-hurricane-barry-making-landfall-in-louisiana
Lindsay Mack,"When preparing for a hurricane, there are a few things you should keep in mind for the safety of yourself and others. After all, these storms can have a severe, damaging impact on the areas they hit and those who reside there. 
 Although facing down a hurric… [+6108 chars]","Hurricanes can be extremely dangerous so it's important you do not underestimate them so you can better keep yourself, your loved ones, and your pets safe. Evacuation orders should be taken seriously and you should avoid standing in front of windows or going …",https://static.businessinsider.com/image/5d2c937b2516e92f0e69b140-750.jpg,2019-07-15,the-new-york-times,7 dangerous mistakes to avoid during a hurricane,https://www.insider.com/things-you-should-never-do-during-a-hurricane-2019-7
Ashley Collman,"An early accident caused by Hurricane Barry happened on Friday in Alabama, while the then-tropical storm was still swirling in the Gulf of Mexico. 
 Early Friday, a car that had been parked near the beach on Dauphin Island, Alabama started sinking into the s… [+885 chars]","A car started to sink into the sand at a beach on Dauphin Island, Alabama on Friday when then-Tropical Storm Barry caused tides to rise suddenly. Barry is now a Category 1 hurricane and has made landfall in Louisiana. The owner of the car called a tow truck, …",https://static.businessinsider.com/image/5d2a024b2516e903442ea816-750.jpg,2019-07-13,the-new-york-times,A car sank into the sand at an Alabama beach after its owner parked close to the shore ahead of Hurricane Barry,https://www.insider.com/hurricane-barry-tides-swallow-a-car-in-alabama-2019-7
Kathy Finn,"NEW ORLEANS (Reuters) - New Orleans braced for severe flooding with residents told to hunker down as a growing tropical storm in the U.S. Gulf of Mexico headed for landfall late on Friday or early on Saturday as the first Atlantic hurricane of 2019. 
U.S. Pr… [+3689 chars]",New Orleans braced for severe flooding with residents told to hunker down as a growing tropical storm in the U.S. Gulf of Mexico headed for landfall late on Friday or early on Saturday as the first Atlantic hurricane of 2019.,https://s2.reutersmedia.net/resources/r/?m=02&d=20190712&t=2&i=1407205148&w=1200&r=LYNXNPEF6B0QC,2019-07-12,reuters,"New Orleans braces for flooding, Trump declares emergency ahead of Storm Barry",https://www.reuters.com/article/us-storm-barry-idUSKCN1U718F
Collin Eaton,"NEW ORLEANS (Reuters) - The remnants of the once mighty storm Barry, the first hurricane of the 2019 season, dumped dangerous amounts of rain as it crawled north through the United States on Monday after coming ashore west of New Orleans at the weekend. 
Bar… [+2227 chars]","The remnants of the once mighty storm Barry, the first hurricane of the 2019 season, dumped dangerous amounts of rain as it crawled north through the United States on Monday after coming ashore west of New Orleans at the weekend.",https://s1.reutersmedia.net/resources/r/?m=02&d=20190715&t=2&i=1408173783&w=1200&r=LYNXNPEF6E0I2,2019-07-15,,Remnants of storm Barry dump more rain in the U.S. southeast,https://www.reuters.com/article/us-storm-barry-idUSKCN1UA0UH
The New York Times,"NEW ORLEANS Louisiana residents hunkered down on Saturday morning as Tropical Storm Barry punched its way slowly and ominously toward the coast, causing widespread power failures, more than a dozen emergency rescues and pounding rainfall in some communities.… [+630 chars]",Pounding rain and widespread power failures signaled the arrival of the nation’s first major storm of the season.,https://static01.nyt.com/images/2019/07/13/us/00barrystack-water/merlin_157898808_be8dff4e-4ca7-4e05-a4f2-17936625e570-facebookJumbo.jpg,2019-07-13,,Photos of Tropical Storm Barry’s Crawl Toward the Louisiana Coast,https://www.nytimes.com/2019/07/13/us/tropical-storm-barry-photos.html
Tara Law,"The streets of New Orleans’ historic French Quarter are flooded this Wednesday, and forecasters say that a potential hurricane bearing down on the Louisiana coast may make the situation much worse.
The National Hurricane Center has issued a Hurricane Watch f… [+3191 chars]",Meteorologists say that a storm heading for Louisiana may intensify into a hurricane.,https://timedotcom.files.wordpress.com/2019/07/gettyimages-476371266.jpg?quality=85&w=1024&h=628&crop=1,2019-07-10,cnn,"After Intense Flooding, Louisiana Prepares for a Potential Hurricane. Here’s What You Need to Know",https://time.com/5624030/barry-hurricane-tropical-storm-louisiana/
Kat Tenbarge,"Water is spilling over the top of several levees in Plaquemines Parish, Louisiana, which sits along the Mississippi River southeast of New Orleans. 
 The flooding is the result of Hurricane Barry, which is now moving over the Louisiana coast. The hurricane i… [+1508 chars]","Hurricane Barry, a Category 1 storm, is moving over coastal Louisiana. Video clips show a Mississippi River levee in Myrtle Grove, Louisiana being overtopped by floodwater. The flooding affects Plaquemines Parish, where a mandatory evacuation was ordered on T…",https://static.businessinsider.com/image/5d2a1b23b44ce76dcc2f1dc1-750.jpg,2019-07-13,cnn,Hurricane Barry is causing water to spill over river levees southeast of North Orleans — and much more rain is still coming,https://www.insider.com/hurricane-barry-water-spills-over-levees-southeast-of-new-orleans-2019-7
Michelle Mark and Yutong Yuan,"Tropical Storm Barry is bearing down on the Louisiana coast from the Gulf of Mexico, and could become a Category 1 hurricane before it's projected to make landfall early Saturday morning. 
 Louisiana Gov. John Bel Edwards has declared a state of emergency ah… [+1265 chars]","Tropical Storm Barry is set to hit Louisiana's coast early Saturday morning, and could be upgraded to a hurricane before then. The National Weather Service has forecast more than 20 inches of rain for the area and warned that storm surge levels could reach 3 …",https://static.businessinsider.com/image/5d28d28b2516e95ed344f45d-750.jpg,2019-07-12,cnn,Tropical Storm Barry is expected to hit parts of Louisiana with more than 3 feet of storm surge and 20 inches of rain — here's what that much water looks like,https://www.insider.com/tropical-storm-hurricane-barry-storm-surge-rainfall-forecast-map-2019-7
,Barry expected to make landfall in Louisiana this weekend... forecasted to be a Cat.1 Hurricane,Barry expected to make landfall in Louisiana this weekend... forecasted to be a Cat.1 Hurricane,https://s.yimg.com/uu/api/res/1.2/v9oemVOLYW29moUtakP4QQ--~B/aD0xMDgwO3c9MTkyMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/video/video.krtk.abc.news.com/ae72baafc6314ac18ee0ea9565c0fa85,2019-07-12,cnn,EYE ON THE GULF: Tropical Storm Barry showing signs of strengthening,https://news.yahoo.com/eye-gulf-tropical-storm-barry-154322342.html
KTRK – Houston,"Barry is hovering off the coast of Louisiana, currently at Category 1 Hurricane strength.","Barry is hovering off the coast of Louisiana, currently at Category 1 Hurricane strength.",https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png,2019-07-13,the-new-york-times,Barry becomes Category 1 Hurricane in Gulf of Mexico,https://news.yahoo.com/barry-becomes-category-1-hurricane-145916136.html
"USA TODAY, USA TODAY",,"Barry had strengthened into a Category 1 hurricane by Saturday morning, with maximum sustained winds of 75 mph.","https://www.gannett-cdn.com/presto/2019/07/13/USAT/f826f10b-ddcf-46d6-86cb-558ad32953d0-19491.jpg?crop=5178,2913,x0,y166?width=1200",2019-07-13,engadget,Hurricane Barry hits Gulf Coast,https://www.usatoday.com/picture-gallery/news/weather/2019/07/13/hurricane-barry-hits-gulf-coast/1723813001/
Erwin Seba,"HOUSTON/NEW YORK (Reuters) - Most U.S. refiners whose plants are in the path of Tropical Storm Barry took steps on Friday to keep them running, even as forecasters warned that the second named storm of the season could become a hurricane just before landfall … [+3213 chars]","Most U.S. refiners whose plants are in the path of Tropical Storm Barry took steps on Friday to keep them running, even as forecasters warned that the second named storm of the season could become a hurricane just before landfall this weekend.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-07-12,,U.S. refiners in path of Storm Barry to keep running through Storm Barry,https://www.reuters.com/article/us-storm-barry-energy-idUSKCN1U71U3
AFP,"Washington (AFP) - The US city of New Orleans was under a storm-surge watch Wednesday along with a stretch of Louisiana coast as a tropical storm formed in the Gulf of Mexico, threatening the region with potentially life-threatening rains.
The storm-surge wa… [+1841 chars]","The US city of New Orleans was under a storm-surge watch Wednesday along with a stretch of Louisiana coast as a tropical storm formed in the Gulf of Mexico, threatening the region with potentially life-threatening rains. ""Conditions appear favorable for this …",https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png,2019-07-10,mashable,New Orleans threatened by floods as big storm forms,https://news.yahoo.com/orleans-threatened-floods-big-storm-forms-193128545.html
Sinéad Baker,"An unprecedented problem could mean that New Orleans faces even more flood damage from Tropical Storm Barry, which is likely to become a hurricane as it hits Louisiana. 
 The outer bands of the storm began to hit Louisiana on Friday, prompting evacuations, a… [+3771 chars]","New Orleans could face even more flood damage from Tropical Storm Barry as the Mississippi River contains unprecedented levels of water as the storm approaches. One hydrologist said that this was the ""first time we've had a tropical system with water levels o…",https://static.businessinsider.com/image/5d28701bb44ce72938225282-750.jpg,2019-07-12,the-new-york-times,An unprecedented problem could devastate New Orleans as it faces life-threatening flooding from a tropical storm likely to become a hurricane,https://www.insider.com/tropical-storm-barry-river-levels-could-worsen-new-orleans-damage-2019-7
KGO – San Francisco,"Barry had strengthened into a Category 1 hurricane by Saturday morning, with maximum sustained winds of 75 mph.","Barry had strengthened into a Category 1 hurricane by Saturday morning, with maximum sustained winds of 75 mph.",https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png,2019-07-13,,"Hurricane Barry crawls toward Louisiana, dumping heavy rains",https://news.yahoo.com/hurricane-barry-crawls-toward-louisiana-163045801.html
Callie Ahlgrim,"As Louisiana continues to experience heavy rain and overflowing levees from Hurricane Barry, officials are reminding citizens to be wary of one of the less publicized side-effects of major flooding. 
 First responders in St. Tammany Parish, Louisiana posted … [+1335 chars]","First responders in St. Tammany Parish, Louisiana posted a warning on Saturday for areas with Hurricane Barry flooding. ""If the area you live in has high water, watch out for snakes and other critters who are trying to escape the flood waters as well,"" reads …",https://static.businessinsider.com/image/5d2b376f2516e905f0355771-750.jpg,2019-07-14,the-new-york-times,Louisiana officials warn of snakes and other creatures fighting to escape Hurricane Barry floodwaters,https://www.insider.com/louisiana-warning-snakes-animals-trying-to-escape-hurricane-barry-floodwaters-2019-7
AP,"NEW ORLEANS (AP) Carrying off the chart amounts of moisture, sprawling Barry strengthened into a hurricane Saturday as it crawled slowly toward shore, knocking out power on the Gulf Coast and dumping heavy rains that could last for days in a test of flood-pre… [+5691 chars]",The storm's landfall is expected to test post–Hurricane Katrina flood barriers.,https://img.huffingtonpost.com/asset/5d29fe8b3b00003900dac4da.jpeg?ops=1910_1000,2019-07-13,the-new-york-times,Barry Strengthens To Hurricane As It Bears Down On Louisiana Coast,https://www.huffpost.com/entry/barry-strengthens-hurricane-louisiana_n_5d29fadbe4b02a5a5d5b957c
Marc Stein and Benjamin Hoffman,"James Harden and Russell Westbrook will be reunited after a shocking trade sent Westbrook, the 2017 winner of the N.B.A.s Most Valuable Player Award, from the Oklahoma City Thunder to the Houston Rockets in exchange for Chris Paul and draft picks.
In a trade… [+859 chars]",The 2017 M.V.P. will be reunited with James Harden in Houston in a move that also sent Chris Paul and first-round draft picks to the Oklahoma City Thunder.,https://static01.nyt.com/images/2019/07/11/sports/11westbrook/11westbrook-facebookJumbo.jpg,2019-07-12,mashable,Russell Westbrook Traded to Rockets as a Wild N.B.A. Off-Season Continues,https://www.nytimes.com/2019/07/11/sports/basketball/russell-westbrook-traded-to-rockets.html
ABC News Videos,The Gulf Coast braces for Tropical Storm Barry as it threatens to become a hurricane by the weekend. ABC News' Trevor Ault reports.,The Gulf Coast braces for Tropical Storm Barry as it threatens to become a hurricane by the weekend. ABC News' Trevor Ault reports.,https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png,2019-07-12,,Tropical Storm nears Gulf Coast,https://news.yahoo.com/tropical-storm-nears-gulf-coast-094210608.html
https://www.katc.com/rob-perillo,"The potential tropical system in the Northern Gulf of Mexico appeared to be getting organized Wednesday evening with a burst of convection near and to the southwest of the center of the system as identified by the National Hurricane Center (NHC)
. 
Potentia… [+2828 chars]","Latest tropical graphics, including wind, surge, rain and forecast timeline for Acadiana KATC Lafayette News Flash flooding hits New Orleans as Mississippi River forecast to rise to dangerous levels CNBC Potential Tropical Storm Barry to Impact Gulf Coast Wit…",https://ewscripps.brightspotcdn.com/dims4/default/e68ec37/2147483647/strip/true/crop/1280x672+0+48/resize/1200x630!/quality/90/?url=https%3A%2F%2Fewscripps.brightspotcdn.com%2F48%2F44%2F510b1923485e8448fae60016f82a%2Ftropical-wind-arrivale-times.png,2019-07-11,,"Latest tropical graphics, including wind, surge, rain and forecast timeline for Acadiana - KATC Lafayette News",https://www.katc.com/news/latest-tropical-graphics-including-wind-surge-rain-and-forecast-timeline-for-acadiana
Callie Ahlgrim,"snake flood louisiana
Gerald Herbert/AP
<ul><li>First responders in St. Tammany Parish, Louisiana posted a warning on Saturday for areas with Hurricane Barry flooding.
</li><li>""If the area you live in has high water, watch out for snakes and other critter… [+2428 chars]","Hurricane Barry made landfall Saturday morning in Louisiana. It has since weakened back to a tropical storm, but heavy rains will continue.",https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png,2019-07-14,the-new-york-times,Louisiana officials warn of snakes and other creatures fighting to escape Hurricane Barry floodwaters,https://news.yahoo.com/louisiana-officials-warn-snakes-other-140832157.html
David Slotnick,"A dangerous storm system in the Gulf of Mexico strengthened on Thursday to become Tropical Storm Barry. 
 The storm is the second named storm of the 2019 Atlantic hurricane season, and is expected to make landfall on the Louisiana coast Saturday as a strengt… [+1046 chars]","Tropical Storm Barry is heading for the Gulf Coast, and is expected to make landfall as a hurricane on Saturday. Air travel is likely to be severely impacted. Airlines — including American, JetBlue, Southwest, and United — have issued travel waivers letting s…",https://amp.businessinsider.com/images/5d277536a17d6c279b793169-2732-1366.jpg,2019-07-11,the-new-york-times,Tropical Storm Barry is set to wreak havoc on weekend travel — here's what you need to know about flights,https://www.businessinsider.com/tropical-storm-barry-gulf-travel-waivers-warnings-2019-7
"AP, AP, AP",,A potential tropical storm brewing in the Gulf of Mexico presents twin troubles for southeast Louisiana - the possibility that a high Mississippi River will approach the tops of levees and a danger of flash floods. (July 11),https://www.gannett-cdn.com/authoring/video-thumbnails/5175efd3-2282-4449-8d7f-3980db8d5643_poster.jpg,2019-07-11,reuters,Louisiana braces for possible weekend hurricane,https://www.usatoday.com/videos/news/nation/2019/07/11/louisiana-braces-possible-weekend-hurricane/1701226001/
Patricia Mazzei and Frances Robles,"Silvia Álvarez-Calderón, a historian who retired last year from the University of Puerto Rico, said the protests against the governor are unprecedented. Nobody took to the streets during the aftermath of Hurricane Maria in 2017, when both the local and federa… [+1967 chars]",Puerto Rico’s capital has seen days of protests demanding the resignation of Gov. Ricardo A. Rosselló. But the anger goes well beyond the governor.,https://static01.nyt.com/images/2019/07/17/us/17puertorico-02/17puertorico-02-facebookJumbo.jpg,2019-07-18,,‘Too Many Years of Putting Up and Holding Back’: Puerto Ricans Say They’ve Had Enough,https://www.nytimes.com/2019/07/18/us/puerto-rico-rossello-governor-protests.html
Reuters Editorial,"WASHINGTON (Reuters) - U.S. President Donald Trump on Monday slammed Puerto Rico’s governor and blasted the U.S. island territory’s leaders, accusing them of wasting billions of dollars of hurricane disaster relief aid. 
Asked if Puerto Rico Governor Ricardo… [+134 chars]","U.S. President Donald Trump on Monday slammed Puerto Rico's governor and blasted the U.S. island territory's leaders, accusing them of wasting billions of dollars of hurricane disaster relief aid.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-07-22,,"Trump slams Puerto Rico leaders, says governor is 'terrible'",https://www.reuters.com/article/us-usa-puertorico-trump-idUSKCN1UH21P
,"Embattled Gov. Ricardo Rosselló announced yesterday that he will not run for reelection next year and is resigning as the president of the New Progressive Party.
But that was not enough for protesters. Rosselló's refusal to step down was like benzene for a c… [+442 chars]",Puerto Ricans are expected to fill the streets of San Juan for another massive protest calling for Gov. Ricardo Rossello's resignation.,https://cdn.cnn.com/cnnnext/dam/assets/190720145544-01-puerto-rico-protests-0720-screengrab-super-tease.jpg,2019-07-22,cnn,Hundreds of thousands to protest in Puerto Rico,https://www.cnn.com/us/live-news/puerto-rico-protests-07-23-2018/index.html
https://www.facebook.com/bbcnews,"Image copyrightReutersImage caption
 The messages between Ricardo Rosselló and his team were sexist, homophobic and profane
Puerto Rico Governor Ricardo Rosselló has said he won't stand for reelection next year, after more than a week of protests calling fo… [+3250 chars]",Protesters have been demanding Ricardo Rosselló resign over homophobic and sexist messages.,https://ichef.bbci.co.uk/news/1024/branded_news/3058/production/_107967321_2a3db494-5c98-4d92-8199-c2936712251d.jpg,2019-07-22,cnn,Puerto Rico: Governor will not seek reelection after homophobic messages,https://www.bbc.co.uk/news/world-us-canada-49066986
https://www.facebook.com/bbcnews,"Image copyrightAFPImage caption
 The messages, spanning some 900 pages, contain homophobic comments
Thousands have marched in Puerto Rico for the fifth consecutive day, calling for the resignation of Governor Ricardo Rosselló. 
Protesters are demanding he … [+3301 chars]",Protesters are calling for the resignation of the governor following a leak of homophobic messages.,https://ichef.bbci.co.uk/news/1024/branded_news/AAF2/production/_107926734_055360551-1.jpg,2019-07-18,cnn,Puerto Rico: Protests over homophobic text messages,https://www.bbc.co.uk/news/world-us-canada-49030485
Aria Bendix,"Hurricane Barry didn't create as much damage as predecessors like Katrina or Harvey, but it did serve as a reminder that hurricanes are becoming stronger and more devastating. 
 When the Category-1 storm hit the Louisiana coast on Saturday, it prompted aroun… [+546 chars]","Hurricanes are becoming stronger and more devastating, generating the need for new technologies that keep homes safe. A Canadian construction firm recently built a home made of plastic panels that it claims can hold up during a Category-5 hurricane. While pla…",https://amp.businessinsider.com/images/5d2cc5bfa17d6c320931a227-1920-960.jpg,2019-07-16,cnn,A house made of plastic soda bottles can withstand winds twice as strong as a Category-5 hurricane. Take a look inside.,https://www.businessinsider.com/hurricane-proof-home-plastic-bottles-category-5-2019-7
Sven Gregori,"People love to talk about the weather. It’s the perfect small talk, whether you’re trying to start a conversation or keep one going by avoiding an awkward silence. In the same fashion, weather stations are an ideal starting point for any sort of sensor-relate… [+1231 chars]","People love to talk about the weather. It’s the perfect small talk, whether you’re trying to start a conversation or keep one going by avoiding an awkward silence. In the same fashion, weather stations are an ideal starting point for any sort of sensor-relate…",https://hackaday.com/wp-content/uploads/2019/07/midi-weather.jpg,2019-07-22,the-new-york-times,Weather Station Can Rock You Like A Hurricane,https://hackaday.com/2019/07/22/weather-station-can-rock-you-like-a-hurricane/
Leah Stodart,"TL;DR: This multifaceted indoor grill and panini maker by De'Longhi is on sale for $238.95, saving you $41.
We haven't entered peak hurricane season just yet, but that's not stopping severe rain from ruining plans across the country (sorry, DC.)
If you like… [+1020 chars]","TL;DR: This multifaceted indoor grill and panini maker by De'Longhi is on sale for $238.95, saving you $41. We haven't entered peak hurricane season just yet, but that's not stopping severe rain from ruining plans across the country ( sorry, DC.) If you like …",https://mondrian.mashable.com/2019%252F07%252F18%252F0f%252F9396f33817684a3eba3fe189866ec050.6d84b.jpg%252F1200x630.jpg?signature=RooC1c10s4fj-Uj2GZX5-kmFddo=,2019-07-18,engadget,This indoor grill and panini maker by De'Longhi is less than $240,https://mashable.com/shopping/deal-july-18-delonghi-indoor-grill/
The Editorial Board,"Some of the fault lies with the Trump administration, which, according to an after-action report by the Federal Emergency Management Agency, failed to adequately prepare for the storm and lacked qualified staff. But much lies with local leadership. Mr. Rossel… [+1356 chars]",A local leadership scandal has exacerbated recent struggles on the island.,https://static01.nyt.com/images/2019/07/19/opinion/19prWeb/19prWeb-facebookJumbo.jpg,2019-07-19,,Puerto Ricans Deserve Better From Their Government,https://www.nytimes.com/2019/07/19/opinion/puerto-rico-chats.html
Patricia Mazzei,"SAN JUAN, P.R. Facing intense pressure to resign, Gov. Ricardo A. Rosselló addressed Puerto Rico on Tuesday, the morning after tumultuous street protests shook the capital of San Juan, and refused to step down despite what he acknowledged was widespread publi… [+892 chars]","Puerto Rico’s embattled governor, Ricardo Rosselló, acknowledged widespread public anger but said he would “keep working for the people.”",https://static01.nyt.com/images/2019/07/16/us/16puertorico-01/16puertorico-01-facebookJumbo.jpg,2019-07-16,mashable,Puerto Rico Governor Insists He Will Not Resign After Tumultuous Protests,https://www.nytimes.com/2019/07/16/us/puerto-rico-protests-ricardo-rossello.html
https://www.facebook.com/bbcnews,"Image copyrightGetty ImagesImage caption
 Protesters begin gathering for an expected march on one of the island's busiest highways
Thousands of people have taken to the streets in Puerto Rico to demand the resignation of the island's embattled governor, Ric… [+3488 chars]",Thousands of protesters are expected in a strike across the island over the governor's group chat scandal.,https://ichef.bbci.co.uk/news/1024/branded_news/75E1/production/_107977103_gettyimages-1157200709.jpg,2019-07-22,the-new-york-times,Massive protests held in Puerto Rico after governor refuses to step down,https://www.bbc.co.uk/news/world-us-canada-49075683
GAMBIT COMMENTARY,"Metro New Orleans didnt see much damage from Tropical Storm (or, briefly, Hurricane) Barry, and for that were grateful. Some areas along Louisianas vanishing coastline got slammed, however, especially Terrebonne, Plaquemines and lower Jefferson parishes. For … [+3400 chars]","Commentary: National media reports on Barry inaccurate, scary and a disservice The Advocate Weakened Barry still poses flood, tornado risks CBC News Hurricane Barry: why it dropped much less rain than expected Vox.com Weakened Barry unleashes final blast of t…",https://bloximages.newyork1.vip.townnews.com/theadvocate.com/content/tncms/assets/v3/editorial/6/a9/6a9dbeae-a7d4-11e9-9804-5796f2475f15/5d2cf068c1b99.image.jpg?resize=814%2C630,2019-07-16,,"Commentary: National media reports on Barry inaccurate, scary and a disservice - The Advocate",https://www.theadvocate.com/gambit/new_orleans/news/commentary/article_3c20beaa-a7cf-11e9-b54c-af21e9e9ac8f.html
Carol Cone,"If it feels like Mother Nature is getting meaner, you’re not wrong. In 2017, the U.S. faced 16 climate-change-related disasters that each cost over $1 billion in losses, and in 2018 there were 14 such events, making 2017 and 2018 two of the four costliest yea… [+6436 chars]","Corporate giving after a disaster can be hugely important to recovery efforts. Here’s how to get it right. If it feels like Mother Nature is getting meaner, you’re not wrong. In 2017, the U.S. faced 16 climate-change-related disasters that each cost over $1 b…","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2019/07/p-1-90378583-hurricane-season-is-here-is-your-organization-prepared-to-help.jpg",2019-07-18,the-new-york-times,Hurricane season is here. Is your company ready to help with disaster response?,https://www.fastcompany.com/90378583/hurricane-season-is-here-is-your-company-ready-to-help-with-disaster-response?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcompany%2Fheadlines+%28Fast+Company%29
"USA TODAY, Just the FAQs, USA TODAY",,"Puerto Rico Gov. Ricardo Rosselló faces calls to resign after private chats leaked, revealing the men mocking women and victims of Hurricane Maria.",https://www.gannett-cdn.com/presto/2019/07/19/USAT/f997f8c0-328a-4225-9933-ce4332f8d1ff-RectThumb.png,2019-07-19,the-new-york-times,Why thousands demand Puerto Rican Governor Ricardo Rosselló resign,https://www.usatoday.com/videos/news/justthefaqs/2019/07/19/puerto-rico-protests-against-gov-rossello-explained/1780472001/
Gina Martinez,"Thousands of Puerto Ricans were joined by some of the island’s biggest stars, including Bad Bunny and Ricky Martin, on Wednesday as they continued protests demanding the resignation of Gov. Ricardo Rosselló following the leak of offensive chat messages––the l… [+10822 chars]","Thousands of Puerto Ricans were joined by some of the island’s biggest stars, including Bad Bunny and Ricky Martin, on Wednesday as they continued protests demanding the resignation of Gov. Ricardo Rosselló following the leak of offensive chat messages––the l…",https://timedotcom.files.wordpress.com/2019/07/christopher-gregory-puerto-rico-protest-1.jpg?quality=85&w=1200&h=628&crop=1,2019-07-18,mashable,Some of Puerto Rico’s Biggest Stars Have Joined Protests Against the Governor. Here’s What to Know,https://time.com/5627564/puerto-rico-protests-what-to-know/
https://www.facebook.com/bbcnews,"Image copyrightAFPImage caption
 The messages, spanning some 900 pages, contain homophobic comments
Thousands have marched in Puerto Rico for the fifth consecutive day, calling for the resignation of Governor Ricardo Rosselló. 
Protesters are demanding he … [+3272 chars]",Puerto Rico: Protests over homophobic text messages BBC News Thousands of Puerto Ricans gather to demand governor's resignation Fox News Thousands of protesters want Puerto Rico's governor to resign CBS Evening News Puerto Rico’s governor needs to step down T…,https://ichef.bbci.co.uk/news/1024/branded_news/AAF2/production/_107926734_055360551-1.jpg,2019-07-18,,Puerto Rico: Protests over homophobic text messages - BBC News,https://www.bbc.com/news/world-us-canada-49030485
