title,author,source,description,content,pub_date,url,photo_url
In pictures: Kincade Fire scorches Northern California,,CNN,"Hundreds of homes are being evacuated because of the Kincade Fire, a raging wildfire that has burned more than 10,000 acres in Northern California.","A structure continues to burn after the Kincade Fire moved through Geyserville, California, on Thursday, October 24.
Hundreds of homes are being evacuated because of the Kincade Fire, a raging wildfire that has burned more than 10,000 acres in Northern Calif… [+269 chars]",2019-10-24,https://www.cnn.com/2019/10/24/weather/gallery/kincade-fire/index.html,https://cdn.cnn.com/cnnnext/dam/assets/191024135800-11-kincade-fire-1024-super-tease.jpg
LA mayor on climate change: Talk to a firefighter,,CNN,Anderson Cooper speaks with LA Mayor Eric Garcetti as firefighters grappling with two major infernos across California are now dealing with a third wildfire in Los Angeles. Watch Full Circle weeknights at 5 p.m. ET.,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,2019-10-28,https://www.cnn.com/videos/us/2019/10/28/acfc-full-la-mayor-eric-garcetti-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191028190119-la-mayor-fire-split-super-tease.png
California’s Wildfires Are the Doom of Our Own Making,Matt Simon,Wired,The state is being squeezed by uber-wildfires and rising seas—climate change’s twin agents of chaos. It’s a struggle that will define us.,"Every generation claims an event that defines it more than any otherwinning a World War, or landing humans on the moon, or tearing down the Berlin Wall. But at this very moment, we have the dubious honor of living through an event whose impact will span gener… [+2421 chars]",2019-10-28,https://www.wired.com/story/californias-wildfires-are-the-doom-of-our-own-making/,"https://media.wired.com/photos/5db7406841c1680009813b7b/191:100/w_1280,c_limit/science_fire_1183941501.jpg"
Airbnb hosts are offering free housing to thousands of California wildfire evacuees,"Elizabeth Wolfe and Saeed Ahmed, CNN",CNN,"California is in a state of emergency as wildfires rage through communities, leaving thousands displaced from their homes and searching for a safe place to stay.",,2019-10-29,https://www.cnn.com/2019/10/29/us/california-wildfire-airbnb-free-housing-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/191027141639-05-calif-fires-1027-super-tease.jpg
Hundreds of Thousands Have Fled Their Homes as Wildfires Explode Across California,"Yessenia Funes on Earther, shared by Brian Kahn to Gizmodo",Gizmodo.com,"California’s wildfire season arrived with a fierceness earlier this month and conditions have once again become dangerous up and down the Golden State. On Monday, residents near Los Angeles, including basketball star LeBron James, awoke to mandatory evacuatio…","Californias wildfire season arrived with a fierceness earlier this month and conditions have once again become dangerous up and down the Golden State. On Monday, residents near Los Angeles, including basketball star LeBron James, awoke to mandatory evacuation… [+3564 chars]",2019-10-28,https://earther.gizmodo.com/hundreds-of-thousands-have-fled-their-homes-as-wildfire-1839412020,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/un728ucultuuei13drux.jpg"
California utility PG&E's stock tumbles as wildfire spreads,Noel Randewich,Reuters,Shares of bankrupt California power utility PG&E Corp extended losses on Monday as investors worried that its equipment might be responsible for wildfires spreading in northern California.,"SAN FRANCISCO (Reuters) - Shares of bankrupt California power utility PG&amp;E Corp (PCG.N) extended losses on Monday as investors worried that its equipment might be responsible for wildfires spreading in northern California. 
After a brief trading halt cau… [+1467 chars]",2019-10-28,https://www.reuters.com/article/us-california-wildfires-pg-e-idUSKBN1X71TE,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
What to Know About the Power Shut-Offs — Again,Jill Cowan,The New York Times,"Thursday: As utilities around the state prepared to cut power, firefighters battled the explosive Kincade Fire in Sonoma County. Also: Soccer in L.A.","Good morning.
(If you dont already get California Today by email, heres the sign-up.)
Once again, hot, dry winds sweeping across vast swaths of the state have prompted energy companies to shut off power to hundreds of thousands of customers in hopes of prev… [+668 chars]",2019-10-24,https://www.nytimes.com/2019/10/24/us/california-power-shut-offs.html,https://static01.nyt.com/images/2019/11/21/world/25powercatoday/21utility-1sub-facebookJumbo.jpg
"Sonoma County Fire: 10,000 Acres Burn",Adeel Hassan,The New York Times,"The blaze, called the Kincade Fire, had no containment.","A wildfire driven by strong winds has torn through 10,000 acres in Sonoma County, Calif., prompting the sheriffs office to issue evacuation orders for hundreds of residents. 
The blaze, called the Kincade Fire, started in a mountainous area at about 9:30 p.m… [+531 chars]",2019-10-24,https://www.nytimes.com/2019/10/24/us/sonoma-county-fire-geyserville.html,https://static01.nyt.com/images/2019/10/24/us/24sonoma/24sonoma-facebookJumbo.jpg
California Fire Updates: Getty Fire Forces Evacuations in West Los Angeles as Kincade Fire Burns,Thomas Fuller,The New York Times,"An evacuation order still stands for 180,000 residents of Sonoma County, while part of Napa County is under an evacuation warning.","In the case of the increasingly frequent wildfire disasters in California, I argued the other day that they have multiple causes: poor maintenance by PG&amp;E, expanded human settlement at the margins of fire-prone woodlands, and global warming. But I dont th… [+2314 chars]",2019-10-28,https://www.nytimes.com/2019/10/28/us/getty-fire-california.html,https://static01.nyt.com/images/2019/10/28/us/28fires-001alt/28fires-001alt-facebookJumbo.jpg
PG&E may shut off power to nearly 1 million customers in California to prevent 'catastrophic wildfire',"Madeline Holcombe and Nicole Chavez, CNN",CNN,Thousands of customers of California's largest utility company will find out Saturday morning if they will have to spend days without power as fires continue to rage in the state.,"(CNN)Thousands of customers of California's largest utility company will find out Saturday morning if they will have to spenddays without power as fires continue to rage in the state.
Pacific Gas &amp; Electric (PG&amp;E) officials are expected to decide by … [+2929 chars]",2019-10-26,https://www.cnn.com/2019/10/26/us/california-fires-weather-power-outages-saturday/index.html,https://cdn.cnn.com/cnnnext/dam/assets/191025184816-pge-workers-inspect-power-lines-super-tease.jpg
Celebrities flee fire threatening wealthy Los Angeles neighborhoods,Lisa Richwine,Reuters,"A fast-moving, middle-of-the-night wildfire disrupted some of the wealthiest neighborhoods in Los Angeles as flames threatened mega-mansions and forced celebrities out of their homes early on Monday.","LOS ANGELES (Reuters) - A fast-moving, middle-of-the-night wildfire disrupted some of the wealthiest neighborhoods in Los Angeles as flames threatened mega-mansions and forced celebrities out of their homes early on Monday. 
One of the neighborhoods under ev… [+2590 chars]",2019-10-28,https://www.reuters.com/article/us-california-wildfire-brentwood-idUSKBN1X721V,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
Getty fire in LA likely caused by tree branch falling on power lines: fire officials,Reuters Editorial,Reuters,"A major wildfire burning in Los Angeles near the famed Getty Center art museum was likely sparked by a tree branch falling on power lines in high winds, fire officials said on Tuesday.","(Reuters) - A major wildfire burning in Los Angeles near the famed Getty Center art museum was likely sparked by a tree branch falling on power lines in high winds, fire officials said on Tuesday. 
The Los Angeles Fire Department said the preliminary determi… [+158 chars]",2019-10-29,https://www.reuters.com/article/us-california-wildfire-cause-idUSKBN1X82R8,https://s3.reutersmedia.net/resources/r/?m=02&d=20191029&t=2&i=1446334802&w=1200&r=LYNXMPEF9S205
"California wildfire: Kincade Fire explodes to 10,000 acres in Sonoma; 2,000 evacuated - Sacramento Bee",,Sacbee.com,"California wildfire: Kincade Fire explodes to 10,000 acres in Sonoma; 2,000 evacuated Sacramento Bee Kincade Fire: All of Geyserville Evacuated as Wind-Driven Wildfire Explodes to 15 Square Miles KTLA Los Angeles Structures Damaged, 2000 Evacuated as Wildfire…",,2019-10-24,https://www.sacbee.com/news/california/fires/article236596083.html,
Wildfires and blackouts in California: The situation so far - The Globe and Mail,,The Globe And Mail,"Wildfires and blackouts in California: The situation so far The Globe and Mail Lebron James, Arnold Schwarzenegger among thousands fleeing California wildfire Global News Power lines may be to blame for 2 of the raging wildfires in California CBC.ca Kincade F…","Windsor, Calif., Oct. 27: Firefighters battle the Kincade Fire on a farm in Sonoma County, part of California's wine country. The state's governor has declared a statewide emergency.
PHILIP PACHECO/AFP via Getty Images
The latest
<ul><li>California utility… [+8899 chars]",2019-10-29,https://www.theglobeandmail.com/world/article-wildfires-and-blackouts-in-california-the-situation-so-far/,https://www.theglobeandmail.com/resizer/t_z1FIFGXiftigratIT7NM-geu0=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/6Z4WLGWSORCG7O3W2V74K7GYPY.jpg
"California Fires Updates: Another 940,000 Customers to Lose Power","Ivan Penn, Mariel Padilla and Derrick Bryson Taylor",The New York Times,"The move, the largest in the state’s history, comes as extreme weather conditions heighten the threats of wildfires.","Sonoma County officials ordered 50,000 residents to flee from the spreading Kincade Fire, which has already consumed 25,455 acres. It was the countys largest wildfire evacuation in more than 25 years, Sheriff Mark Essick said, and it covered some residents wh… [+1193 chars]",2019-10-26,https://www.nytimes.com/2019/10/26/us/Kincade-Fire-Sonoma-California.html,https://static01.nyt.com/images/2019/10/26/us/26fire-livebriefing1/26fire-livebriefing1-facebookJumbo.jpg
California Fire Updates: Kincade Fire Swells to Nearly 85 Square Miles,Neil Vigdor,The New York Times,"An evacuation order still stands for 180,000 residents of Sonoma County, while part of Napa County is under an evacuation warning.","We look for the highest risk zones where we have the potential for catastrophic wildfire, Mr. Vesey said. We will not roll the dice when it comes to public safety.
Those potential shut-offs, which could affect 32 counties throughout the state, were announced… [+1224 chars]",2019-10-28,https://www.nytimes.com/2019/10/28/us/california-fires-getty-kincade-tick-sonoma-county.html,https://static01.nyt.com/images/2019/10/28/us/28fires-01alt/28fires-01alt-facebookJumbo.jpg
California’s Power Shutoffs Might Prevent Wildfires. But Are They Worth the Risks?,Tara Law,Time,Hundreds of thousands of Californians went without power this week in yet another planned blackout meant to prevent a wildfire.,Hundreds of thousands of Californians went without power this week in yet another planned blackout meant to prevent electrical equipment from sparking a potentially massive and destructive blaze. But as residents wonder if scheduled power outages will be thei… [+4299 chars],2019-10-25,https://time.com/5710169/california-power-wildfires-pge/,https://timedotcom.files.wordpress.com/2019/10/california-wildfire-power-outages.jpg?quality=85&w=1024&h=577&crop=1
PHOTOS: Wildfire rages in Northern California,Yahoo News Photo Staff,Yahoo.com,A Northern California wildfire exploded in size early Thursday as dangerously windy weather prompted the state's largest utility to impose electrical blackouts in an effort to prevent fire catastrophes.,"Flames consume a home as the Kincade Fire tears through the Jimtown community of Sonoma County, Calif., on Thursday, Oct. 24, 2019. (Photo: Noah Berger/AP)
SAN FRANCISCO (AP) A Northern California wildfire exploded in size early Thursday as dangerously windy… [+4087 chars]",2019-10-24,https://news.yahoo.com/wildfire-rages-in-northern-california-144805570.html,https://s.yimg.com/ny/api/res/1.2/0JMwiJKdfufhUVaFBVIBeA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/ME2Dm3EiU8En4qO4cbuAig--~B/aD0zMDUzO3c9NDU3OTtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2019-10/06446fc0-f66c-11e9-857a-6799e618a801
"New evacuations, power outages near California wildfire",DAISY NGUYEN and CHRISTOPHER WEBER,Yahoo.com,"Authorities ordered at least 50,000 residents to evacuate towns near a massive Northern California wildfire Saturday, and the state's largest utility announced power shut-offs for an estimated 2.35 million people due to forecasts of severe winds and extreme f…","SAN FRANCISCO (AP) Authorities ordered at least 50,000 residents to evacuate towns near a massive Northern California wildfire Saturday, and the state's largest utility announced power shut-offs for an estimated 2.35 million people due to forecasts of severe … [+6535 chars]",2019-10-26,https://news.yahoo.com/millions-california-facing-more-blackouts-054213084.html,https://s.yimg.com/ny/api/res/1.2/_W.qdlIzxieQsbdbM7BzqA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/C565Ab7b7nbUTaizhYUJLQ--~B/aD01NTA0O3c9ODI1NjtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ap.org/eda6b028c9c3fd18671f9344d4375050
Video shows the moment California's Kincade Fire sparked and spread to a massive blaze in moments,"acollman@businessinsider.com (Ashley Collman), Ashley Collman",Insider.com,"nvseismolab/YouTube Newly released video shows the moment California's Kincade fire was sparked. The fire started Wednesday night, and may have been caused by a malfunctioning PG & E electrical line, though that is not official yet. As of Friday, the fire had…","A new video shows the moment that California's Kincade fire broke out Wednesday night, and quickly spread to a raging wildfire.
The video was recorded by the ALERT wildfire system, a network of cameras organized by three universities, with funding from Calif… [+1349 chars]",2019-10-26,https://www.insider.com/california-kincade-fire-video-shows-the-moment-broke-out-2019-10,https://image.businessinsider.com/5db45d83e94e8650090650f2?width=1200&format=jpeg
California Fires Update: Thousands of Homes Threatened,Tim Arango and Thomas Fuller,The New York Times,The Tick Fire is one of a dozen fires in the state propelled by strong winds.,"Pacific Gas &amp; Electric said it was investigating whether its equipment had been involved in stoking the Kincade Fire. PG&amp;E said it had become aware that a transmission-level outage occurred in the area around the time the fire began. 
By early Friday… [+1091 chars]",2019-10-25,https://www.nytimes.com/2019/10/25/us/santa-clarita-fire-sonoma-california.html,https://static01.nyt.com/images/2019/10/25/us/25fire-01/25fire-01-facebookJumbo.jpg
California power blackouts start again to avoid sparking fires,Mark Kaufman,Mashable,"The blackouts are back. PG&E, California's largest utility, announced Wednesday it would intentionally cut power to 179,000 ""customers"" (likely over 400,000 people) across 17 counties to avoid the possibility of sparking wildfires as notoriously potent winds …","The blackouts are back. 
PG&amp;E, California's largest utility, announced Wednesday it would intentionally cut power to 179,000 ""customers"" (likely over 400,000 people) across 17 counties to avoid the possibility of sparking wildfires as notoriously potent … [+3631 chars]",2019-10-23,https://mashable.com/article/california-power-blackouts-pg-e/,https://mondrian.mashable.com/2019%252F10%252F23%252Fe9%252Fd56ea724dbe04e76a344b13de9d50830.017d7.jpg%252F1200x630.jpg?signature=tFZ3qmAJQAJjg0zJyllBaKhLj4E=
Time-lapse shows Kincade wildfire,"Storyful, Storyful",USA Today,"Mandatory evacuations have been ordered in parts of Sonoma county, California as the Kincade fire continues to burn thousands of acres.",,2019-10-24,https://www.usatoday.com/videos/news/weather/2019/10/24/time-lapse-sonoma-wildfire-ignites-during-blackout/4081855002/,https://www.gannett-cdn.com/presto/2019/10/24/USAT/018afd35-26ce-44c9-89aa-741030bf7c88-VPC_CA_WILDFIRE_SONOMA_WIDE_ALERTWildFire__Nevada_Seismological_Laboratory_via_Storyful.jpg
Northern California wildfire 5% contained,"AP Domestic, AP",USA Today,"In Northern California wine country, authorities ordered 2,000 people to evacuate as a wildfire burned 49 buildings and exploded to 25 square miles. Authorities said on Thursday night that the fire is 5% contained. (Oct. 25)",,2019-10-25,https://www.usatoday.com/videos/news/nation/2019/10/25/northern-california-wildfire-5-contained/4094828002/,https://www.gannett-cdn.com/authoring/video-thumbnails/5b0da21f-0ee6-4b59-8c81-0f9837f44370_poster.jpg
A Twin Threat as Fires Burn Across California,Inyoung Kang,The New York Times,"Friday: PG&E warns of more power outages as hot, windy conditions continue into the weekend. Also: Representative Katie Hill threatens legal action.","Good morning.
(If you dont already get California Today by email, heres the sign-up.)
In three days, 600 fires have ignited across California as high winds and mandatory evacuations have forced dozens of residents from their homes. The Kincade Fire, the lar… [+1410 chars]",2019-10-25,https://www.nytimes.com/2019/10/25/us/kincade-fire-sonoma-santa-clarita.html,https://static01.nyt.com/images/2019/10/24/climate/25californiatoday/25californiatoday-facebookJumbo-v2.jpg
"A wildfire in California's Sonoma County has burned nearly 22,000 acres. Across the state, more than 40,000 people have fled their homes.",Aylin Woodward,Yahoo.com,"A wildfire ignited late Wednesday night in Sonoma County, California. The quick-moving blaze has spread across 21,900 acres, fueled by high winds.","Kincaid Fire
Noah Berger/AP
<ul><li>A wildfire that ignited in Sonoma County, California on Wednesday night dubbed the Kincade Fire has spread across 21,900 acres.
</li><li>Another blaze, the Tick Fire, has burned through 4,300 acres in Los Angeles County.… [+6965 chars]",2019-10-25,https://news.yahoo.com/wildfire-californias-sonoma-county-burned-181800816.html,https://s.yimg.com/ny/api/res/1.2/0i5KiNAxSZlhMHrp39KI7Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/xTGssHNNAO4NtqtBdVyHhA--~B/aD0xNjAwO3c9MjQwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en-US/insider_articles_922/8a6143946dc0484545a6b2593cca102b
How to Help Evacuees of the Kinkade Fire,Josh Ocampo,Lifehacker.com,"As of Tuesday morning, the Kinkade fire in Sonoma County, California has spread over 74,000 acres, forcing an estimated 174,000 people to evacuate their homes. (49 homes have been destroyed or damaged in its path so far.) According to tweets by Susie Cagle, a…","As of Tuesday morning, the Kinkade fire in Sonoma County, California has spread over 74,000 acres, forcing an estimated 174,000 people to evacuate their homes. (49 homes have been destroyed or damaged in its path so far.) According to tweets by Susie Cagle, a… [+3000 chars]",2019-10-29,https://lifehacker.com/how-to-help-evacuees-of-the-kinkade-fire-1839438952,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/bow2iaspb6zbzyjriv4m.jpg"
"CALIFORNIA FIRE MAP: Live updates for Tick Fire, Sepulveda Basin and Castaic - KABC-TV",,Abc7.com,"CALIFORNIA FIRE MAP: Live updates for Tick Fire, Sepulveda Basin and Castaic KABC-TV High-voltage power line broke near origin of massive California fire that forced thousands of evacuations The Washington Post PG&E Power Line Failed Minutes Before a Californ…","LOS ANGELES (KABC) -- See an interactive map related to all the fires burning in Southern California, including the massive Tick Fire in the Santa Clarita area that prompted widespread mandatory evacuations and damaged homes.The map shows fire hot spots, curr… [+576 chars]",2019-10-25,https://abc7.com/california-fire-map-active-fire-reports-perimeters-for-socal-fires/5646352/,https://cdn.abcotvs.com/dip/images/5646232_tick-fire-fb.jpg?w=1600
"Fast-moving Los Angeles wildfire destroys homes, prompts evacuation orders",,Yahoo.com,"The fire broke out around 1:30 a.m. (0830 GMT) and has since grown to consume more than 500 acres (202 hectares) in the scrub-covered hills around Interstate 405, near some of the city's most expensive homes. At least five homes had burned down but there were…",,2019-10-28,https://news.yahoo.com/firefighters-brief-respite-winds-fanning-100421058.html,
PG&E Admits It Might Be the Cause of Northern California Wildfire Despite Preventative Blackouts,ROBERT JABLON and JOCELYN GECKER / AP,Time,"The utility company said its electrical equipment may have ignited a wildfire in northern CA, despite blackouts imposed to prevent blazes.","(LOS ANGELES) — California’s biggest utility admitted its electrical equipment may have ignited a wildfire burning in wine country Friday, despite blackouts imposed across the region to prevent blazes. Meanwhile, a wind-whipped fire destroyed homes near Los A… [+3379 chars]",2019-10-25,https://time.com/5710646/pge-california-wildfires/,https://timedotcom.files.wordpress.com/2019/10/sonoma-county-fire.jpg?quality=85&w=1200&h=628&crop=1
Here’s What California’s Kincade Wildfire Looks Like From Space,Jasmine Aguilera,Time,"The Bay-area's Kincade wildfire has grown so large that a satellite can record the plumes from 23,000 miles away in space.","Northern California’s Kincade wildfire has grown so large that a satellite was able to record the plumes from 22,300 miles away in space.
The fire that began on Oct. 23 has grown to burn more than 66,200 acres of Sonoma county and is so far only 5% contained… [+2262 chars]",2019-10-28,https://time.com/5712576/california-kincade-wildfire-space/,https://timedotcom.files.wordpress.com/2019/10/kincade-fire-noaa.jpg?quality=85&w=1200&h=628&crop=1
"Millions Will Be Without Power, 50,000 Ordered to Evacuate in Towns Near California Wildfire",DAISY NGUYEN and CHRISTOPHER WEBER / AP,Time,"Thousands were ordered to evacuate near a massive California wildfire, with PG&E announcing shut-offs for an estimated 2.35 million people.","(SAN FRANCISCO) — Authorities ordered at least 50,000 people to evacuate towns near a massive Northern California wildfire Saturday, and the state’s largest utility announced power shut-offs for an estimated 2.35 million people due to forecasts of severe wind… [+5791 chars]",2019-10-26,https://time.com/5711521/new-evacuations-california-wildfire/,https://timedotcom.files.wordpress.com/2019/10/california-wildfires-1.jpg?quality=85&w=1200&h=628&crop=1
WATCH: Wildfire rages across California wine country,ABC News,Goodmorningamerica.com,"Mandatory evacuations are underway as the Kincade Fire, fueled by powerful winds, burned at least 7,000 acres in under three hours.","<li>Now Playing: California power outages possible amid wildfire threats
</li><li>Now Playing: Trumps special envoy to Syria contradicts big success claim
</li><li>Now Playing: Alleged drunk driver nearly hits family in crosswalk
</li><li>Now Playing: Face… [+1286 chars]",2019-10-24,https://www.goodmorningamerica.com/news/video/wildfire-rages-california-wine-country-66494943,https://s.abcnews.com/images/GMA/191024_gma_reeve3_hpMain_16x9_992.jpg
Homes destroyed in Los Angeles-area wildfire,"AP Domestic, AP",USA Today,"Los Angeles County fire officials say more than 15,000 structures are threatened by a wind-driven wildfire burning among suburban developments north of Los Angeles. (Oct. 25)",,2019-10-25,https://www.usatoday.com/videos/news/nation/2019/10/25/homes-destroyed-los-angeles-area-wildfire/2459973001/,https://www.gannett-cdn.com/authoring/video-thumbnails/76e256e5-86a0-4865-9137-0c583c59bcd2_poster.jpg
How video game development has changed over the last decade,Kellen Beck,Mashable,"When it comes to video games, 10 years feels like an eternity. In the past decade, we’ve watched independent game development grow from a niche, smoldering corner of the market to a raging wildfire spreading ceaselessly across the world. We’ve seen retail rel…","When it comes to video games, 10 years feels like an eternity.
In the past decade, weve watched independent game development grow from a niche, smoldering corner of the market to a raging wildfire spreading ceaselessly across the world. Weve seen retail rele… [+14532 chars]",2019-10-20,https://mashable.com/article/video-game-development-over-the-decade/,https://mondrian.mashable.com/2019%252F10%252F20%252F4d%252Feff2195cc59e40b891b3e4da3face6a0.fd83f.jpg%252F1200x630.jpg?signature=bCnIradX10cSd5uJrWY6nZ2cgWE=
PG&E transmission tower broke near origin of Kincade fire - paper,Reuters Editorial,Reuters,"A PG&E Corp power transmission tower broke near the origin point of the Kincade fire raging in Sonoma County, the San Francisco Chronicle newspaper said on Thursday.","(Reuters) - A PG&amp;E Corp power transmission tower broke near the origin point of the Kincade fire raging in Sonoma County, the San Francisco Chronicle newspaper said on Thursday. 
Citing a report filed with the California Public Utilities Commission, the … [+475 chars]",2019-10-24,https://www.reuters.com/article/us-california-wildfire-pg-e-us-idUSKBN1X32TO,https://s3.reutersmedia.net/resources/r/?m=02&d=20191024&t=2&i=1444670912&w=1200&r=LYNXMPEF9N25L
"Sonoma Co. fire grows rapidly, forces evacuations","AP Domestic, AP",USA Today,"A wind-driven wildfire has forced evacuations north of San Francisco in Sonoma County. The blaze near Geyserville had grown to 10,000 acres. (Oct. 24)",,2019-10-24,https://www.usatoday.com/videos/news/nation/2019/10/24/sonoma-co-fire-grows-rapidly-forces-evacuations/4082969002/,https://www.gannett-cdn.com/authoring/video-thumbnails/c4a03657-a6e5-4151-bb27-08a0a68bc89b_poster.jpg
"Officials: 180,000 evacuated in California fire","AP Domestic, AP",USA Today,"Authorities say 180,000 people have been ordered to leave their homes as powerful winds threaten to spread a wildfire in Northern California's wine country. (Oct. 27)",,2019-10-27,https://www.usatoday.com/videos/news/nation/2019/10/27/officials-180-000-evacuated-california-fire/2480250001/,https://www.gannett-cdn.com/authoring/video-thumbnails/4e0a23e7-25f9-4711-998e-b39337727762_poster.jpg
"Kincade Fire: CAL FIRE says Sonoma County wildfire is now 75,415 acres, 15 percent contained - KGO-TV",,Abc7news.com,"Kincade Fire: CAL FIRE says Sonoma County wildfire is now 75,415 acres, 15 percent contained KGO-TV Fears of More Extreme Weather as Kincade Fire Swells The New York Times Firefighters Battle Wildfires in Los Angeles VOA News Fire defenses rush to defend Cali…","SONOMA COUNTY, Calif. (KGO) -- The Kincade Fire has spread to 75,415 acres and is 15 percent contained. Of the 124 structures destroyed, Cal Fire says 57 are homes. Of the 23 structures damaged, officials say 15 are homes.Cal Fire issued an evacuation warning… [+6219 chars]",2019-10-29,https://abc7news.com/officials-say-kincade-fire-is-now-75415-acres-15-percent-contained/5655955/,"https://cdn.abcotvs.com/dip/images/5654877_102819-kgo-kincade-fire-joel-tina-chandler-in-sr-house-img_Image_00-00-33,17.jpg?w=1600"
"Kincade Fire in Sonoma County now at 16,000 acres, 5 percent contained - KGO-TV",Amy Hollyfield,Abc7news.com,"Kincade Fire in Sonoma County now at 16,000 acres, 5 percent contained KGO-TV California wildfire forces thousands to evacuate in Sonoma County CBS Evening News High-voltage power line broke near origin of massive California fire that forced thousands of evac…","GEYSERVILLE, Calif. (KGO) -- More than 1,300 firefighters are battling the massive Kincade Fire in Sonoma County that exploded in size overnight. Firefighters say the blaze has grown 16,000 acres.So far the fire is five percent contained and 49 structures hav… [+4407 chars]",2019-10-24,https://abc7news.com/kincade-fire-now-at-16000-acres-5-percent-contained/5642810/,"https://cdn.abcotvs.com/dip/images/5644897_102419-kgo-kincade-fire-flames-img_Image_16-05-41,00.jpg?w=1600"
Power outages look for millions of Calif. residents as PG&E faces scrutiny for degrading infrastructure - Washington Post,"Faiz Siddiqui, Michael Brice-Saddler",The Washington Post,"Power outages look for millions of Calif. residents as PG&E faces scrutiny for degrading infrastructure Washington Post As Kincade fire rages, Northern California faces biggest blackouts ever this weekend Los Angeles Times California wildfires: Newsom issues …",News of the outage comes after two significant fires began close to residential areas in Northern and Southern California over the past three days. A wildfire burning out of control near Los Angeles expanded rapidly overnight and jumped a highway early Friday… [+5255 chars],2019-10-26,https://www.washingtonpost.com/nation/2019/10/26/california-wildfires-power-outages-kincade-tick/,https://www.washingtonpost.com/resizer/eSlIRtJNfwxHTDXk3xAkiitwDUY=/1440x0/smart/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/T7WX55HXWII6TMWSD434TWBNXM.jpg
"Kincade Fire: Authorities bracing for ‘dangerous’ spread, plead for residents to evacuate - The Mercury News","Robert Salonga, Casey Tolan",Mercurynews.com,"Kincade Fire: Authorities bracing for ‘dangerous’ spread, plead for residents to evacuate The Mercury News Kincade Fire Expands Overnight; 25000 Acres Burned,10 Percent Contained CBS San Francisco California Wildfire Grows in Size; Firefighter Rescues Two Res…","SANTA ROSA — Bracing for heavy winds they fear will fan the rapidly spreading Kincade Fire, authorities passionately pleaded with residents in evacuation zones — now stretching all the way to the Sonoma County coast — to leave their homes while there’s still … [+6046 chars]",2019-10-27,http://www.mercurynews.com/kincade-fire-authorities-bracing-for-dangerous-spread-plead-for-residents-to-evacuate,https://www.mercurynews.com/wp-content/uploads/2019/10/SJM-L-SOCOANGST-1027-11-2.jpg?w=1024&h=680
California wildfires continue to spread amid mass power outages - Global News,Terence Chea And Don Thompson,Globalnews.ca,"California wildfires continue to spread amid mass power outages Global News California wildfire forces 180,000 evacuations as governor declares statewide emergency CBC.ca Crews get brief respite from winds fanning wildfires in California The Globe and Mail Ki…","Firefighters battled destructive wildfires in Northern California wine country and on the west side of Los Angeles on Monday, trying to beat back flames that forced tens of thousands to flee their homes.
California’s biggest utility, Pacific Gas &amp; Electr… [+4251 chars]",2019-10-28,http://globalnews.ca/news/6090889/california-wildfires-spread/,https://shawglobalnews.files.wordpress.com/2019/10/2019-10-28t080610z_1062817413_rc13a02a80a0_rtrmadp_3_california-wildfire-1.jpg?quality=70&strip=all&w=720&h=379&crop=1
"Live updates: California winds return, progress on Kincade Fire, PG&E starts another shutoff - Sacramento Bee",,Sacbee.com,"Live updates: California winds return, progress on Kincade Fire, PG&E starts another shutoff Sacramento Bee A wildfire is getting close to the Getty Museum. Here's why they're not moving the art CNN Climate Change Is Burning Down California. It's Time We Stop…",,2019-10-29,https://www.sacbee.com/news/california/fires/article236769888.html,
